"","Name","Classification","Taxon ID","Assembly","Accession","Variation database","Regulation database","Whole genome alignments","Other alignments","In peptide compara","In pan-taxonomic compara"
"","Toxoplasma gondii TgCATBr9 (GCA_000224825.2)","Alveolata","943120","TGCATBR9_v2","GCA_000224825.2","-","-","-","-","-","-"
"","Toxoplasma gondii TgCatPRC2 (GCA_000256725.2)","Alveolata","1130821","TGCATPRC2_v2","GCA_000256725.2","-","-","-","-","-","-"
"","Toxoplasma gondii VAND (GCA_000224845.2)","Alveolata","933077","TGVAND_v2","GCA_000224845.2","-","-","-","-","-","-"
"","Toxoplasma gondii VEG (GCA_000150015.2)","Alveolata","432359","TGVEG","GCA_000150015.2","-","-","-","-","","-"
"","Toxoplasma gondii p89 (GCA_000224885.2)","Alveolata","943119","TGP89A_v02","GCA_000224885.2","-","-","-","-","-","-"
"","Tritrichomonas foetus str. K (GCA_001839685.1)","Eukaryota","1144522","ASM183968v1","GCA_001839685.1","-","-","-","-","","-"
"","Trypanosoma brucei","Eukaryota","5691","TryBru_Apr2005_chr11","GCA_000209005.1","-","-","","","","-"
"","Trypanosoma brucei equiperdum str. IVM-t1 (GCA_003543875.1)","Eukaryota","630700","ASM354387v1","GCA_003543875.1","-","-","-","-","-","-"
"","Trypanosoma conorhini (GCA_003719485.1)","Eukaryota","83891","ASM371948v1","GCA_003719485.1","-","-","-","-","","-"
"","Trypanosoma cruzi (GCA_003719155.1)","Eukaryota","5693","ASM371915v1","GCA_003719155.1","-","-","-","-","-","-"
"","Trypanosoma cruzi (GCA_003719455.1)","Eukaryota","5693","ASM371945v1","GCA_003719455.1","-","-","-","-","-","-"
"","Trypanosoma cruzi Dm28c (GCA_000496795.1)","Eukaryota","1416333","T.cruzi.Dm28c_v01","GCA_000496795.1","-","-","-","-","-","-"
"","Trypanosoma cruzi marinkellei (GCA_000300495.1)","Eukaryota","85056","ASM30049v1","GCA_000300495.1","-","-","-","-","","-"
"","Trypanosoma cruzi str. CL Brener (GCA_000209065.1)","Eukaryota","5693","ASM20906v1","GCA_000209065.1","-","-","-","-","-","-"
"","Trypanosoma cruzi str. Dm28c (GCA_003177105.1)","Eukaryota","5693","ASM317710v1","GCA_003177105.1","-","-","-","-","-","-"
"","Trypanosoma cruzi str. TCC (GCA_003177095.1)","Eukaryota","5693","TCC_diploid_1.0","GCA_003177095.1","-","-","-","-","-","-"
"","Trypanosoma equiperdum (GCA_001457755.2)","Eukaryota","5694","Trypanosoma_equiperdum_OVI_V2","GCA_001457755.2","-","-","-","-","","-"
"","Trypanosoma rangeli (GCA_003719475.1)","Eukaryota","5698","ASM371947v1","GCA_003719475.1","-","-","-","-","-","-"
"","Trypanosoma rangeli SC58 (GCA_000492115.1)","Eukaryota","429131","T_rangeli_SC58v1","GCA_000492115.1","-","-","-","-","","-"
"","Trypanosoma theileri (GCA_002087225.1)","Eukaryota","67003","Tth_v3","GCA_002087225.1","-","-","-","-","","-"
