"","Name","Classification","Taxon ID","Assembly","Accession","Variation database","Regulation database","Whole genome alignments","Other alignments","In peptide compara","In pan-taxonomic compara"
"","Cryptococcus gattii NT-10","Tremellales","1296108","Cryp_gatt_NT-10_V1","GCA_000935105.1","-","-","-","","-","-"
"","Cryptococcus gattii Ru294","Tremellales","1296112","Cryp_gatt_Ru294_V1","GCA_000836355.1","-","-","-","","-","-"
"","Cryptococcus gattii VGII 2001/935-1","Tremellales","1334442","Cryp_gatt_2001_935-1_V1","GCA_000835815.1","-","-","-","","-","-"
"","Cryptococcus gattii VGII 99/473","Tremellales","1296104","Cryp_gatt_99_473_V1","GCA_000836455.1","-","-","-","","-","-"
"","Cryptococcus gattii VGII CA1014","Tremellales","1296107","Cryp_gatt_CA1014_V1","GCA_000875795.1","-","-","-","","-","-"
"","Cryptococcus gattii VGII CBS 10090","Tremellales","1296101","Cryp_gatt_CBS10090_V1","GCA_000835765.1","-","-","-","","-","-"
"","Cryptococcus gattii VGII LA55","Tremellales","1296106","Cryp_gatt_LA55_V1","GCA_000836315.1","-","-","-","","-","-"
"","Cryptococcus gattii VGII MMRL2647","Tremellales","1296117","Cryp_gatt_MMRL2647_V2","GCA_000875855.1","-","-","-","","-","-"
"","Cryptococcus gattii VGII R265","Tremellales","294750","CNB2","GCA_000149475.3","-","-","-","","-","-"
"","Cryptococcus gattii VGII Ram5","Tremellales","1296110","Cryp_gatt_Ram5_V1","GCA_000836375.1","-","-","-","","-","-"
"","Cryptococcus gattii VGIV IND107","Tremellales","1296105","Cryp_gatt_IND107_V2","GCA_000835755.1","-","-","-","","-","-"
"","Cryptococcus gattii WM276","Tremellales","367775","ASM18594v1","GCA_000185945.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii 125.91","Tremellales","1230079","Cryp_neof_125_91_V1","GCA_002215885.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii A1-35-8","Tremellales","1230081","Cryp_neof_grubii_A1-35-8_V1","GCA_002221985.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii A2-102-5","Tremellales","1230057","Cryp_neof_A2_102_5_V1","GCA_002222375.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii A5-35-17","Tremellales","1230080","Cryp_neof_grubii_A5-35-17_V1","GCA_002222215.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii AD1-7a","Tremellales","1230056","Cryp_neof_AD1_7a_V1","GCA_002220445.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii AD1-83a","Tremellales","1230065","Cryp_neof_AD1_83a_V1","GCA_002215765.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii AD2-60a","Tremellales","1230059","Cryp_neof_AD2_60a_V1","GCA_002215775.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii Br795","Tremellales","1230061","Cryp_neof_Br795_V1","GCA_002222225.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii Bt1","Tremellales","1230073","Cryp_neof_Bt1_V1","GCA_002215705.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii Bt120","Tremellales","1230070","Cryp_neof_Bt120_V1","GCA_002222465.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii Bt15","Tremellales","1230071","Cryp_neof_Bt15_V1","GCA_002222335.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii Bt63","Tremellales","1230075","Cryp_neof_Bt63_V1","GCA_002234625.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii Bt85","Tremellales","1230076","Cryp_neof_Bt85_V1","GCA_002215835.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii C23","Tremellales","1230055","Cryp_neof_C23_V1","GCA_002215825.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii CHC193","Tremellales","1230064","Cryp_neof_CHC193_V1","GCA_002222295.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii D17-1","Tremellales","1230058","Cryp_neof_D17_1_V1","GCA_002222255.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii Gb118","Tremellales","1230060","Cryp_neof_Gb118_V1","GCA_002224005.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii H99","Tremellales","235443","CNA3","GCA_000149245.3","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii MW-RSA1955","Tremellales","1230066","Cryp_neof_MW_RSA1955_V1","GCA_002222455.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii MW-RSA36","Tremellales","1230062","Cryp_neof_MW_RSA36_V1","GCA_002222395.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii MW-RSA852","Tremellales","1230069","Cryp_neof_MW_RSA852_V1","GCA_002220035.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii Th84","Tremellales","1230067","Cryp_neof_Th84_V1","GCA_002222315.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii Tu259-1","Tremellales","1230072","Cryp_neof_Tu259_1_V1","GCA_002222325.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii Tu401-1","Tremellales","1230077","Cryp_neof_Tu401_1_V1","GCA_002222475.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii Ze90-1","Tremellales","1230078","Cryp_neof_Ze90_1_V1","GCA_002222385.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii c45","Tremellales","1230068","Cryp_neof_C45_V1","GCA_002215855.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii c8","Tremellales","1230063","Cryp_neof_C8_V1","GCA_002222405.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii str. CCTP51","Tremellales","178876","Cryp_neof_grubii_cng10_V1","GCA_002217545.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii str. CM20","Tremellales","178876","Cryp_neof_grubii_cng5_V1","GCA_002222115.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii str. CM24","Tremellales","178876","Cryp_neof_grubii_cng6_V1","GCA_002222145.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii str. CM36","Tremellales","178876","Cryp_neof_grubii_cng2_V1","GCA_002222245.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii str. CM50","Tremellales","178876","Cryp_neof_grubii_cng1_V1","GCA_002222135.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii str. CM52","Tremellales","178876","Cryp_neof_grubii_cng3_V1","GCA_002222165.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii str. CM64","Tremellales","178876","Cryp_neof_grubii_cng4_V1","GCA_002222025.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii str. KN99","Tremellales","178876","ASM221672v1","GCA_002216725.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii str. RCT21","Tremellales","178876","Cryp_neof_grubii_cng11_V1","GCA_002222155.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii str. RCT54","Tremellales","178876","Cryp_neof_grubii_cng8_V1","GCA_002222015.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii str. RCT6","Tremellales","178876","Cryp_neof_grubii_cng7_V1","GCA_002222095.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii str. V2","Tremellales","178876","Cneo_seroA_V2","GCA_002215755.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii str. V31","Tremellales","178876","Cneo_seroA_V31","GCA_002215745.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. grubii str. WM-1408","Tremellales","178876","Cneo_seroA_WM1408","GCA_002220045.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. neoformans B-3501A","Tremellales","283643","ASM14938v1","GCA_000149385.1","-","-","-","","-","-"
"","Cryptococcus neoformans var. neoformans JEC21","Tremellales","214684","ASM9104v1","GCA_000091045.1","-","-","-","","","-"
"","Cryptococcus wingfieldii CBS 7118","Tremellales","1295528","Tsuc_wing_CBS7118_V1","GCA_001720155.1","-","-","-","","-","-"
"","Cutaneotrichosporon oleaginosum","Fungi","879819","ASM806530v1","GCA_008065305.1","-","-","-","","-","-"
"","Cutaneotrichosporon oleaginosum str. IBC0246","Fungi","879819","Triol1","GCA_001027345.1","-","-","-","","","-"
"","Cyberlindnera fabianii str. 65","Saccharomycetales","36022","ASM198330v1","GCA_001983305.1","-","-","-","","-","-"
"","Cyberlindnera fabianii str. YJS4271","Saccharomycetales","36022","ASM320585v1","GCA_003205855.1","-","-","-","","","-"
"","Cyberlindnera jadinii NRRL Y-1542","Saccharomycetales","983966","Cybja1","GCA_001661405.1","-","-","-","","-","-"
"","Cyberlindnera jadinii str. CBS1600","Saccharomycetales","4903","cj1","GCA_001245095.1","-","-","-","","","-"
"","Cylindrobasidium torrendii FP15055 ss-10","Agaricales","1314674","Cylto1","GCA_000934385.1","-","-","-","","","-"
"","Cyphellophora europaea CBS 101466","Chaetothyriomycetidae","1220924","Phia_euro_CBS_101466_V1","GCA_000365145.2","-","-","-","","","-"
"","Cytospora leucostoma","Sordariomycetidae","1230097","ASM379529v1","GCA_003795295.1","-","-","-","","-","-"
"","Dacryopinax primogenitus str. DJM-731 SS1","Dacrymycetales","1858805","Dacryopinax_sp._DJM_731_SSP1_v1.0","GCA_000292625.1","-","-","-","","","-"
"","Dactylellina haptotyla CBS 200.50","Orbiliales","1284197","MHA_v2","GCA_000441935.1","-","-","-","","","-"
"","Daedalea quercina L-15889","Polyporales","1314783","Daequ1","GCA_001632345.1","-","-","-","","","-"
"","Daldinia sp. EC12","Xylariales","1001832","DalEC12_v.1.0","GCA_002120325.1","-","-","-","","","-"
"","Debaryomyces hansenii CBS767","Saccharomycetales","284592","ASM644v2","GCA_000006445.2","-","-","-","","","-"
"","Decorospora gaudefroyi str. P77","Pleosporales","184978","Decga1","GCA_010015605.1","-","-","-","","-","-"
"","Dendrothele bispora CBS 962.96","Agaricales","1314807","Denbi1","GCA_004369135.1","-","-","-","","-","-"
"","Dentipellis fragilis str. DSM 105465","Russulales","205917","ASM467927v1","GCA_004679275.1","-","-","-","","-","-"
"","Dentipellis sp. KUC8613","Russulales","1883078","ASM228671v1","GCA_002286715.1","-","-","-","","-","-"
"","Diaporthe ampelina","Sordariomycetidae","1214573","UCDDA912v1.0","GCA_001006365.1","-","-","-","","","-"
"","Diaporthe helianthi str. 7/96","Sordariomycetidae","158607","DHEL01v2","GCA_001702395.2","-","-","-","","-","-"
"","Dichomitus squalens LYAD-421 SS1","Polyporales","732165","Dichomitus_squalens_v1.0","GCA_000275845.1","-","-","-","","","-"
"","Dichomitus squalens str. CBS 463.89","Polyporales","114155","Dicsqu463_1","GCA_004307915.1","-","-","-","","-","-"
"","Dichomitus squalens str. CBS 464.89","Polyporales","114155","Dicsqu464_1","GCA_004307905.1","-","-","-","","-","-"
"","Dichomitus squalens str. OM18370.1","Polyporales","114155","Dicsqu18370_1","GCA_004307925.1","-","-","-","","-","-"
"","Didymella exigua CBS 183.55","Pleosporales","1150837","Didex1","GCA_010094145.1","-","-","-","","-","-"
"","Diplocarpon rosae","Helotiales","946125","ASM231799v1","GCA_002317995.1","-","-","-","","","-"
"","Diplodia corticola str. CBS 112549","Botryosphaeriales","236234","ASM188384v1","GCA_001883845.1","-","-","-","","-","-"
"","Diplodia seriata","Botryosphaeriales","420778","UCDDS831v0.1","GCA_001006355.1","-","-","-","","-","-"
"","Diplodia seriata str. F98.1","Botryosphaeriales","420778","Dipser_v1","GCA_001975905.1","-","-","-","","-","-"
"","Diutina rugosa","Saccharomycetales","5481","ASM870459v1","GCA_008704595.1","-","-","-","","-","-"
"","Dothidotthia symphoricarpi CBS 119687","Pleosporales","1392245","Dotsy1","GCA_010015815.1","-","-","-","","-","-"
"","Dothistroma septosporum","Capnodiales","675120","GCA_000340195.1","GCA_000340195.1","-","-","-","","","-"
"","Drechmeria coniospora str. ARSEF 6962","Hypocreales","98403","ASM162519v1","GCA_001625195.1","-","-","-","","","-"
"","Drechslerella stenobrocha 248","Orbiliales","1043628","DREv1","GCA_000525045.1","-","-","-","","","-"
"","Edhazardia aedis USNM 41457","Microsporidia","1003232","Edha_aedis_V4b","GCA_000230595.3","-","-","-","","","-"
"","Elaphomyces granulatus str. OSC145934","Eurotiales","519963","PX439","GCA_002240705.1","-","-","-","","","-"
"","Elsinoe ampelina str. CECT 20119","Dothideomycetes","302913","Elsamp1","GCA_010093995.1","-","-","-","","-","-"
"","Elsinoe australis","Dothideomycetes","40998","ASM538240v1","GCA_005382405.1","-","-","-","","-","-"
"","Elsinoe australis str. NL1","Dothideomycetes","40998","ASM301379v1","GCA_003013795.1","-","-","-","","","-"
"","Emergomyces pasteurianus Ep9510 str. UAMH 9510","Onygenales","1447872","Emmo_past_UAMH9510_V1","GCA_001883825.1","-","-","-","","-","-"
"","Emmonsia crescens UAMH 3008","Onygenales","1247875","ASM100828v1","GCA_001008285.1","-","-","-","","","-"
"","Emmonsia crescens str. UAMH4076","Onygenales","73230","Emmon_cres_4076_V1","GCA_002572855.1","-","-","-","","-","-"
"","Emmonsia sp. CAC-2015a str. CBS 136260","Onygenales","1658172","Emmo_afri_EA111","GCA_001660665.1","-","-","-","","-","-"
"","Encephalitozoon cuniculi EcunIII-L","Unikaryonidae","1355160","ECIIIL","GCA_001078035.1","-","-","-","","-","-"
"","Encephalitozoon cuniculi GB-M1","Unikaryonidae","284813","ASM9122v2","GCA_000091225.2","-","-","-","","-","-"
"","Encephalitozoon hellem ATCC 50504","Unikaryonidae","907965","ASM27781v3","GCA_000277815.3","-","-","-","","-","-"
"","Encephalitozoon intestinalis ATCC 50506","Unikaryonidae","876142","ASM14646v1","GCA_000146465.1","-","-","-","","-","-"
"","Encephalitozoon romaleae SJ-2008","Unikaryonidae","1178016","ASM28003v2","GCA_000280035.2","-","-","-","","-","-"
"","Endocarpon pusillum Z07020","Verrucariales","1263415","EPUS","GCA_000464535.1","-","-","-","","","-"
"","Endogone sp. FLAS-F59071","Mucoromycotina","2340872","Endsp1","GCA_003990785.1","-","-","-","","-","-"
"","Enterocytozoon bieneusi H348","Microsporidia","481877","ASM20948v1","GCA_000209485.1","-","-","-","","","-"
"","Enterocytozoon hepatopenaei str. TH1","Microsporidia","646526","ASM208167v1","GCA_002081675.1","-","-","-","","","-"
"","Enterospora canceri str. GB1","Microsporidia","1081671","ASM208791v1","GCA_002087915.1","-","-","-","","","-"
"","Epicoccum nigrum str. ICMP 19927","Pleosporales","105696","ASM211631v1","GCA_002116315.1","-","-","-","","","-"
"","Eremomyces bilateralis CBS 781.70","Dothideomycetes","1392243","Erebi1","GCA_010015585.1","-","-","-","","-","-"
"","Eremothecium cymbalariae DBVPG#7215","Saccharomycetales","931890","ASM23536v1","GCA_000235365.1","-","-","-","","","-"
"","Eremothecium gossypii FDAG1","Saccharomycetales","1034331","ASM96883v1","GCA_000968835.1","-","-","-","","","-"
"","Erysiphe necator","Erysiphales","52586","ASM79871v1","GCA_000798715.1","-","-","-","","","-"
"","Erysiphe pulchra","Erysiphales","225359","ASM291839v1","GCA_002918395.1","-","-","-","","","-"
"","Escovopsis weberi","Hypocreales","150374","ASM127849v1","GCA_001278495.1","-","-","-","","","-"
"","Eutypa lata UCREL1","Xylariales","1287681","UCREL1V03","GCA_000349385.1","-","-","-","","","-"
"","Exidia glandulosa HHB12029","Fungi","1314781","Exigl1","GCA_001632375.1","-","-","-","","","-"
"","Exophiala aquamarina CBS 119918","Chaetothyriomycetidae","1182545","Exop_aqua_CBS_119918_V1","GCA_000709125.1","-","-","-","","","-"
"","Exophiala dermatitidis NIH/UT8656","Chaetothyriomycetidae","858893","Exop_derm_V1","GCA_000230625.1","-","-","-","","-","-"
"","Exophiala mesophila","Chaetothyriomycetidae","212818","ASM401177v1","GCA_004011775.1","-","-","-","","-","-"
"","Exophiala mesophila str. CBS 40295","Chaetothyriomycetidae","212818","Exop_meso_CBS40295_V1","GCA_000836275.1","-","-","-","","-","-"
"","Exophiala oligosperma str. CBS 72588","Chaetothyriomycetidae","215243","Exop_olig_CBS72588_V1","GCA_000835515.1","-","-","-","","-","-"
"","Exophiala sideris str. CBS 121828","Chaetothyriomycetidae","1016849","Exop_side_CBS121828_V1","GCA_000835395.1","-","-","-","","-","-"
"","Exophiala spinifera str. CBS 89968","Chaetothyriomycetidae","91928","Exop_spin_CBS89968_V1","GCA_000836115.1","-","-","-","","-","-"
"","Exophiala xenobiotica str. CBS 118157","Chaetothyriomycetidae","348802","Exop_xeno_CBS118157_V1","GCA_000835505.1","-","-","-","","-","-"
"","Exserohilum turcica Et28A","Pleosporales","671987","Setospaeria_trucica_Et28A_v1.0","GCA_000359705.1","-","-","-","","","-"
"","Fibroporia radiculosa str. TFFH 294","Polyporales","599839","ASM31352v1","GCA_000313525.1","-","-","-","","","-"
"","Fibularhizoctonia sp. CBS 109695","Atheliales","436010","Fibsp1","GCA_001630335.1","-","-","-","","","-"
"","Fistulina hepatica ATCC 64428","Agaricales","1128425","Fishe1","GCA_000934395.1","-","-","-","","","-"
"","Fomitiporia mediterranea MF3/22","Hymenochaetales","694068","Fomme1","GCA_000271605.1","-","-","-","","","-"
"","Fomitopsis pinicola FP-58527 SS1","Polyporales","743788","Fompi3","GCA_000344655.2","-","-","-","","","-"
"","Fomitopsis rosea str. DSM 105464","Polyporales","34475","ASM467926v1","GCA_004679265.1","-","-","-","","-","-"
"","Fonsecaea erecta","Chaetothyriomycetidae","1367422","ASM165198v1","GCA_001651985.1","-","-","-","","","-"
"","Fonsecaea monophora","Chaetothyriomycetidae","254056","ASM164247v1","GCA_001642475.1","-","-","-","","-","-"
"","Fonsecaea multimorphosa","Chaetothyriomycetidae","979981","ASM164698v1","GCA_001646985.1","-","-","-","","-","-"
"","Fonsecaea multimorphosa CBS 102226","Chaetothyriomycetidae","1442371","Fons_mult_CBS_102226_V1","GCA_000836435.1","-","-","-","","-","-"
"","Fonsecaea nubica","Chaetothyriomycetidae","856822","ASM164696v1","GCA_001646965.1","-","-","-","","-","-"
"","Fonsecaea pedrosoi CBS 271.37","Chaetothyriomycetidae","1442368","Fons_pedr_CBS_271_37_V1","GCA_000835455.1","-","-","-","","-","-"
"","Friedmanniomyces endolithicus","Capnodiales","329885","ASM505985v1","GCA_005059855.1","-","-","-","","-","-"
"","Friedmanniomyces simplex","Capnodiales","329884","ASM505986v1","GCA_005059865.1","-","-","-","","-","-"
"","Fusarium ambrosium","Hypocreales","131363","NRRL20438v1","GCA_003947045.1","-","-","-","","-","-"
"","Fusarium coffeatum","Hypocreales","231269","ASM331698v1","GCA_003316985.1","-","-","-","","-","-"
"","Fusarium culmorum","Hypocreales","5516","F_culmorum_UK99_Mt","GCA_903064735.1","-","-","-","","-","-"
"","Fusarium culmorum UK99","Fungi","1318462","EF1","GCA_900074845.1","-","-","-","","","-"
"","Fusarium culmorum str. PV","Hypocreales","5516","FusCulm_01","GCA_003033665.1","-","-","-","","-","-"
"","Fusarium euwallaceae str. UCR1854","Hypocreales","1147111","FeuwUCR1854v2","GCA_003957675.1","-","-","-","","-","-"
"","Fusarium flagelliforme","Hypocreales","2675880","FIESC_12_NRRL13405_FIE12Z_contigs","GCA_003012295.1","-","-","-","","-","-"
"","Fusarium floridanum","Hypocreales","1325733","NRRL62606.SPAdes","GCA_003947005.1","-","-","-","","-","-"
"","Fusarium fujikuroi","Hypocreales","5127","version_1","GCA_900096615.1","-","-","-","","-","-"
"","Fusarium fujikuroi","Hypocreales","5127","version_1","GCA_900096635.1","-","-","-","","-","-"
"","Fusarium fujikuroi","Hypocreales","5127","version_1","GCA_900096705.1","-","-","-","","-","-"
"","Fusarium fujikuroi","Hypocreales","5127","ASM102304v1","GCA_001023045.1","-","-","-","","-","-"
"","Fusarium fujikuroi","Hypocreales","5127","ASM966305v1","GCA_009663055.1","-","-","-","","-","-"
"","Fusarium fujikuroi","Hypocreales","5127","version_1","GCA_900096625.1","-","-","-","","-","-"
"","Fusarium fujikuroi","Hypocreales","5127","version_1","GCA_900096645.1","-","-","-","","-","-"
"","Fusarium fujikuroi","Hypocreales","5127","EF1","GCA_000315255.1","-","-","-","","","-"
"","Fusarium fujikuroi","Hypocreales","5127","ASM966311v1","GCA_009663115.1","-","-","-","","-","-"
"","Fusarium fujikuroi","Hypocreales","5127","version_1","GCA_900096685.1","-","-","-","","-","-"
"","Fusarium fujikuroi","Hypocreales","5127","ASM966309v1","GCA_009663095.1","-","-","-","","-","-"
"","Fusarium fujikuroi","Hypocreales","5127","version_1","GCA_900096605.1","-","-","-","","-","-"
"","Fusarium fujikuroi","Hypocreales","5127","ASM102303v1","GCA_001023035.1","-","-","-","","-","-"
"","Fusarium fujikuroi","Hypocreales","5127","ASM102306v1","GCA_001023065.1","-","-","-","","-","-"
"","Fusarium graminearum","Hypocreales","5518","MDC_Fg13","GCA_901446245.1","-","-","-","","-","-"
"","Fusarium graminearum PH-1","Hypocreales","229533","ASM24013v3","GCA_000240135.3","-","-","-","","-","-"
"","Fusarium graminearum str. CS3005","Hypocreales","5518","CS3005v1","GCA_000599445.1","-","-","-","","-","-"
"","Fusarium graminearum str. ITEM 124","Hypocreales","5518","FGRA07","GCA_002352725.1","-","-","-","","-","-"
"","Fusarium graminearum str. PH-1","Fungi","5518","RR1","GCA_900044135.1","","-","-","","","-"
"","Fusarium kuroshium","Hypocreales","2010991","Fus_sp_AF-12_v1.0","GCA_003698175.1","-","-","-","","-","-"
"","Fusarium langsethiae str. Fl201059","Hypocreales","179993","ASM129263v1","GCA_001292635.1","-","-","-","","-","-"
"","Fusarium longipes","Hypocreales","694270","Fusarium_longipes_NRRL20695_FLONG3_contigs","GCA_003012285.1","-","-","-","","-","-"
"","Fusarium mangiferae","Hypocreales","192010","Genome_assembly_version_1","GCA_900044065.1","-","-","-","","-","-"
"","Fusarium nygamai","Hypocreales","42673","CS10214v1","GCA_002894225.1","-","-","-","","-","-"
"","Fusarium odoratissimum NRRL 54006 str. 54006 (II5)","Hypocreales","1089451","FO_II5_V1","GCA_000260195.2","-","-","-","","-","-"
"","Fusarium odoratissimum str. race 4","Hypocreales","2502994","Foc4_1.0","GCA_000350365.1","-","-","-","","-","-"
"","Fusarium oxysporum","Hypocreales","5507","Fo_PG_v1","GCA_003615185.1","-","-","-","","-","-"
"","Fusarium oxysporum","Hypocreales","5507","version_1","GCA_900096695.1","-","-","-","","-","-"
"","Fusarium oxysporum","Hypocreales","426428","FO2","GCA_000222805.1","","-","-","","","-"
"","Fusarium oxysporum","Hypocreales","5507","Fo_A13_v1","GCA_003615115.1","-","-","-","","-","-"
"","Fusarium oxysporum","Hypocreales","5507","Fo_CB3_v1","GCA_003615165.1","-","-","-","","-","-"
"","Fusarium oxysporum","Hypocreales","5507","Fo_A28_v1","GCA_003615155.1","-","-","-","","-","-"
"","Fusarium oxysporum Fo47","Hypocreales","660027","ASM1308505v1","GCA_013085055.1","-","-","-","","-","-"
"","Fusarium oxysporum Fo47","Hypocreales","660027","FO_Fo47_V1","GCA_000271705.2","-","-","-","","-","-"
"","Fusarium oxysporum NRRL 32931","Hypocreales","660029","FO_FOSC_3_a_V1","GCA_000271745.2","-","-","-","","-","-"
"","Fusarium oxysporum f. sp. cepae","Hypocreales","396571","FoC_A23_v1","GCA_003615075.1","-","-","-","","-","-"
"","Fusarium oxysporum f. sp. cepae","Hypocreales","396571","FoC_125_v1","GCA_003615095.1","-","-","-","","-","-"
"","Fusarium oxysporum f. sp. cepae","Hypocreales","396571","FoC_Fus2_v1","GCA_003615085.1","-","-","-","","-","-"
"","Fusarium oxysporum f. sp. conglutinans race 2 54008 str. 54008 (PHW808)","Hypocreales","1089457","FO_PHW808_V1","GCA_000260215.2","-","-","-","","-","-"
"","Fusarium oxysporum f. sp. cubense","Hypocreales","61366","ASM799451v1","GCA_007994515.1","-","-","-","","-","-"
"","Fusarium oxysporum f. sp. cubense race 1","Hypocreales","1229664","Foc1_1.0","GCA_000350345.1","-","-","-","","-","-"
"","Fusarium oxysporum f. sp. cubense str. 160527","Hypocreales","61366","ASM593051v1","GCA_005930515.1","-","-","-","","-","-"
"","Fusarium oxysporum f. sp. lycopersici 4287","Hypocreales","426428","ASM14995v2","GCA_000149955.2","-","-","-","","-","-"
"","Fusarium oxysporum f. sp. lycopersici MN25","Hypocreales","1080343","FO_MN25_V1","GCA_000259975.2","-","-","-","","-","-"
"","Fusarium oxysporum f. sp. melonis 26406 str. 26406 (melonis)","Hypocreales","1089452","FO_melonis_V1","GCA_000260495.2","-","-","-","","-","-"
"","Fusarium oxysporum f. sp. narcissi str. N139","Hypocreales","451672","FoN_N139_v1","GCA_004141715.1","-","-","-","","-","-"
"","Fusarium oxysporum f. sp. pisi HDV247","Hypocreales","1080344","FO_HDV247_V1","GCA_000260075.2","-","-","-","","-","-"
"","Fusarium oxysporum f. sp. radicis-lycopersici 26381 str. 26381 (CL57)","Hypocreales","1089448","FO_CL57_V1","GCA_000260155.3","-","-","-","","-","-"
"","Fusarium oxysporum f. sp. raphani 54005","Hypocreales","1089458","FO_PHW815_V1","GCA_000260235.2","-","-","-","","-","-"
"","Fusarium oxysporum f. sp. vasinfectum 25433 str. 25433 (Cotton)","Hypocreales","1089449","FO_Cotton_V1","GCA_000260175.2","-","-","-","","-","-"
"","Fusarium poae","Hypocreales","36050","FPOA1.0","GCA_001675295.1","-","-","-","","-","-"
"","Fusarium proliferatum","Hypocreales","948311","F._proliferatum_NRRL62905_version_1","GCA_900029915.1","-","-","-","","-","-"
"","Fusarium proliferatum","Hypocreales","948311","Fp_A8_v1","GCA_003615215.1","-","-","-","","-","-"
"","Fusarium proliferatum ET1","Hypocreales","1227346","F._proliferatum_ET1_version_1","GCA_900067095.1","-","-","-","","-","-"
"","Fusarium proliferatum str. ITEM 2341","Hypocreales","948311","FPRO05","GCA_003290285.1","-","-","-","","-","-"
"","Fusarium pseudograminearum","Hypocreales","1028729","GCA_000303195.1","GCA_000303195.1","-","-","-","","","-"
"","Fusarium solani","Hypocreales","660122","v2.0","GCA_000151355.1","-","-","","","","-"
"","Fusarium sp. AF-8","Hypocreales","1325734","NRRL62584.SPAdes","GCA_003946985.1","-","-","-","","-","-"
"","Fusarium sporotrichioides","Hypocreales","5514","Fusarium_sporotrichioides_NRRL3299_FSPOR_contigs","GCA_003012315.1","-","-","-","","-","-"
"","Fusarium venenatum","Hypocreales","56646","ASM90000737v1","GCA_900007375.1","-","-","-","","-","-"
"","Fusarium verticillioides","Hypocreales","117187","ASM331699v2","GCA_003316995.2","-","-","-","","-","-"
"","Fusarium verticillioides","Hypocreales","117187","ASM331701v2","GCA_003317015.2","-","-","-","","-","-"
"","Fusarium verticillioides","Hypocreales","117187","ASM331697v2","GCA_003316975.2","-","-","-","","-","-"
"","Fusarium verticillioides","Hypocreales","334819","ASM14955v1","GCA_000149555.1","-","-","","","","-"
"","Gaeumannomyces tritici R3-111a-1","Magnaporthales","644352","Gae_graminis_V2","GCA_000145635.1","-","-","-","","","-"
"","Galerina marginata CBS 339.88","Agaricales","685588","Galma1","GCA_000697645.1","-","-","-","","","-"
"","Ganoderma sinense ZZ0214-1","Polyporales","1077348","GanSi1.6","GCA_002760635.1","-","-","-","","","-"
"","Gelatoporia subvermispora B","Polyporales","914234","Ceriporiopsis_subvermispora_B_v1.0","GCA_000320605.2","-","-","-","","","-"
"","Gigaspora margarita str. BEG34","Fungi","4874","UNITO_GmarBEG34_1.0","GCA_009809945.1","-","-","-","","-","-"
"","Gigaspora rosea str. DAOM 194757","Fungi","44941","ASM355032v1","GCA_003550325.1","-","-","-","","-","-"
"","Glarea lozoyensis ATCC 20868 str. 1224","Helotiales","1116229","GLAREA","GCA_000409485.1","-","-","-","","","-"
