"","Name","Classification","Taxon ID","Assembly","Accession","Variation database","Regulation database","Whole genome alignments","Other alignments","In peptide compara","In pan-taxonomic compara"
"","Saccharomyces cerevisiae","Saccharomycetales","4932","ASM280432v1","GCA_002804325.1","-","-","-","","-","-"
"","Saccharomyces cerevisiae","Saccharomycetales","559292","R64-1-1","GCA_000146045.2","","","","","",""
"","Saccharomyces cerevisiae","Saccharomycetales","4932","ASM304671v1","GCA_003046715.1","-","-","-","","-","-"
"","Saccharomyces cerevisiae","Saccharomycetales","4932","ASM304669v1","GCA_003046695.1","-","-","-","","-","-"
"","Saccharomyces cerevisiae","Saccharomycetales","4932","GLBRCY22-3","GCA_001634645.1","-","-","-","","-","-"
"","Saccharomyces cerevisiae","Saccharomycetales","4932","ASM304674v1","GCA_003046745.1","-","-","-","","-","-"
"","Saccharomyces cerevisiae","Saccharomycetales","4932","ASM1035692v1","GCA_010356925.1","-","-","-","","-","-"
"","Saccharomyces cerevisiae","Saccharomycetales","4932","ASM1035693v1","GCA_010356935.1","-","-","-","","-","-"
"","Saccharomyces cerevisiae CEN.PK113-7D","Saccharomycetales","889517","ASM26988v1","GCA_000269885.1","-","-","-","","-","-"
"","Saccharomyces cerevisiae EC1118","Saccharomycetales","643680","ASM21897v1","GCA_000218975.1","-","-","-","","-","-"
"","Saccharomyces cerevisiae FostersB","Saccharomycetales","764102","ScFostersB_v01","GCA_000190255.1","-","-","-","","-","-"
"","Saccharomyces cerevisiae FostersO","Saccharomycetales","764101","ScFostersO_v01","GCA_000326005.1","-","-","-","","-","-"
"","Saccharomyces cerevisiae Kyokai no. 7 str. kyokai no. 7","Saccharomycetales","721032","K7_1.0","GCA_000260735.1","-","-","-","","-","-"
"","Saccharomyces cerevisiae Lalvin QA23","Saccharomycetales","764098","ScQA23_v01","GCA_000325965.1","-","-","-","","-","-"
"","Saccharomyces cerevisiae P283","Saccharomycetales","1177187","P283","GCA_000568295.1","-","-","-","","-","-"
"","Saccharomyces cerevisiae P301","Saccharomycetales","1182968","p301","GCA_000568055.1","-","-","-","","-","-"
"","Saccharomyces cerevisiae R103","Saccharomycetales","1182967","R103","GCA_000568365.1","-","-","-","","-","-"
"","Saccharomyces cerevisiae RM11-1a","Saccharomycetales","285006","ASM14936v1","GCA_000149365.1","-","-","-","","-","-"
"","Saccharomyces cerevisiae VL3","Saccharomycetales","764100","ScVL3_v01","GCA_000190235.1","-","-","-","","-","-"
"","Saccharomyces cerevisiae Vin13","Saccharomycetales","764099","ScVIN13_v01","GCA_000190215.1","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1078","Saccharomycetales","1296266","Sc_YJM1078_v1","GCA_000975645.3","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1083","Saccharomycetales","1292971","Sc_YJM1083_v1","GCA_000975675.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1129","Saccharomycetales","1293430","Sc_YJM1129_v1","GCA_000975705.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1133","Saccharomycetales","1294333","Sc_YJM1133_v1","GCA_000976695.3","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1190","Saccharomycetales","1294334","Sc_YJM1190_v1","GCA_000976725.3","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1199","Saccharomycetales","1294335","Sc_YJM1199_v1","GCA_000976755.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1202","Saccharomycetales","1294336","Sc_YJM1202_v1","GCA_000976785.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1208","Saccharomycetales","1294337","Sc_YJM1208_v1","GCA_000976815.3","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1242","Saccharomycetales","1294338","Sc_YJM1242_v1","GCA_000976845.3","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1244","Saccharomycetales","1294339","Sc_YJM1244_v1","GCA_000976875.3","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1248","Saccharomycetales","1294340","Sc_YJM1248_v1","GCA_000976905.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1250","Saccharomycetales","1294341","Sc_YJM1250_v1","GCA_000976935.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1252","Saccharomycetales","1294342","Sc_YJM1252_v1","GCA_000976965.3","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1273","Saccharomycetales","1294343","Sc_YJM1273_v1","GCA_000976995.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1304","Saccharomycetales","1294344","Sc_YJM1304_v1","GCA_000977025.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1307","Saccharomycetales","1294345","Sc_YJM1307_v1","GCA_000977055.3","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1311","Saccharomycetales","1294346","Sc_YJM1311_v1","GCA_000977085.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1326","Saccharomycetales","1294347","Sc_YJM1326_v1","GCA_000977115.3","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1332","Saccharomycetales","1294348","Sc_YJM1332_v1","GCA_000977145.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1336","Saccharomycetales","1294349","Sc_YJM1336_v1","GCA_000977175.3","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1338","Saccharomycetales","1294350","Sc_YJM1338_v1","GCA_000977205.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1341","Saccharomycetales","1294351","Sc_YJM1341_v1","GCA_000977235.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1342","Saccharomycetales","1294352","Sc_YJM1342_v1","GCA_000977265.3","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1355","Saccharomycetales","1294353","Sc_YJM1355_v1","GCA_000977295.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1356","Saccharomycetales","1294354","Sc_YJM1356_v1","GCA_000977325.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1381","Saccharomycetales","1294355","Sc_YJM1381_v1","GCA_000977355.3","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1383","Saccharomycetales","1294356","Sc_YJM1383_v1","GCA_000977385.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1385","Saccharomycetales","1294357","Sc_YJM1385_v1","GCA_000977415.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1386","Saccharomycetales","1294358","Sc_YJM1386_v1","GCA_000977445.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1387","Saccharomycetales","1294359","Sc_YJM1387_v1","GCA_000977475.3","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1389","Saccharomycetales","1294361","Sc_YJM1389_v1","GCA_000977535.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1399","Saccharomycetales","1294362","Sc_YJM1399_v1","GCA_000977565.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1400","Saccharomycetales","1294363","Sc_YJM1400_v1","GCA_000977595.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1401","Saccharomycetales","1294364","Sc_YJM1401_v1","GCA_000977625.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1402","Saccharomycetales","1294365","Sc_YJM1402_v1","GCA_000977655.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1415","Saccharomycetales","1294366","Sc_YJM1415_v1","GCA_000977685.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1418","Saccharomycetales","1294368","Sc_YJM1418_v1","GCA_000977745.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1419","Saccharomycetales","1294369","Sc_YJM1419_v1","GCA_000977775.3","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1433","Saccharomycetales","1294370","Sc_YJM1433_v1","GCA_000977805.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1434","Saccharomycetales","1294371","Sc_YJM1434_v1","GCA_000977835.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1439","Saccharomycetales","1294372","Sc_YJM1439_v1","GCA_000977865.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1443","Saccharomycetales","1294373","Sc_YJM1443_v1","GCA_000977895.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1444","Saccharomycetales","1294374","Sc_YJM1444_v1","GCA_000977925.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1447","Saccharomycetales","1294375","Sc_YJM1447_v1","GCA_000977955.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1450","Saccharomycetales","1294376","Sc_YJM1450_v1","GCA_000977985.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1460","Saccharomycetales","1294377","Sc_YJM1460_v1","GCA_000978015.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1463","Saccharomycetales","1294378","Sc_YJM1463_v1","GCA_000978045.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1477","Saccharomycetales","1294379","Sc_YJM1477_v1","GCA_000978075.3","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1478","Saccharomycetales","1294380","Sc_YJM1478_v1","GCA_000978105.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1479","Saccharomycetales","1294381","Sc_YJM1479_v1","GCA_000978135.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1526","Saccharomycetales","1294382","Sc_YJM1526_v1","GCA_000978165.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1527","Saccharomycetales","1294383","Sc_YJM1527_v1","GCA_000978195.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1549","Saccharomycetales","1294384","Sc_YJM1549_v1","GCA_000978225.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1573","Saccharomycetales","1294385","Sc_YJM1573_v1","GCA_000978255.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1574","Saccharomycetales","1294386","Sc_YJM1574_v1","GCA_000978285.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1592","Saccharomycetales","1294387","Sc_YJM1592_v1","GCA_000978315.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM1615","Saccharomycetales","1294388","Sc_YJM1615_v1","GCA_000978345.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM189","Saccharomycetales","1294303","Sc_YJM189_v1","GCA_000975735.4","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM193","Saccharomycetales","1294304","Sc_YJM193_v1","GCA_000975765.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM195","Saccharomycetales","1294305","Sc_YJM195_v1","GCA_000975585.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM244","Saccharomycetales","1294306","Sc_YJM244_v1","GCA_000975615.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM248","Saccharomycetales","1294307","Sc_YJM248_v1","GCA_000975795.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM270","Saccharomycetales","1294308","Sc_YJM270_v1","GCA_000975825.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM271","Saccharomycetales","1294309","Sc_YJM271_v1","GCA_000975855.3","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM320","Saccharomycetales","947042","Sc_YJM320_v1","GCA_000975885.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM326","Saccharomycetales","468558","Sc_YJM326_v1","GCA_000975915.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM428","Saccharomycetales","947044","Sc_YJM428_v1","GCA_000975945.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM450","Saccharomycetales","1294310","Sc_YJM450_v1","GCA_000975975.3","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM451","Saccharomycetales","502869","Sc_YJM451_v1","GCA_000976005.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM453","Saccharomycetales","1294311","Sc_YJM453_v1","GCA_000976035.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM456","Saccharomycetales","1294312","Sc_YJM456_v1","GCA_000976065.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM470","Saccharomycetales","1294313","Sc_YJM470_v1","GCA_000976095.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM541","Saccharomycetales","1294314","Sc_YJM541_v1","GCA_000976125.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM554","Saccharomycetales","1294315","Sc_YJM554_v1","GCA_000976155.4","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM555","Saccharomycetales","1294316","Sc_YJM555_v1","GCA_000976185.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM627","Saccharomycetales","1294317","Sc_YJM627_v1","GCA_000976215.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM681","Saccharomycetales","1294318","Sc_YJM681_v1","GCA_000976245.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM682","Saccharomycetales","1294319","Sc_YJM682_v1","GCA_000976275.4","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM683","Saccharomycetales","1294320","Sc_YJM683_v1","GCA_000976305.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM689","Saccharomycetales","1294321","Sc_YJM689_v1","GCA_000976335.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM693","Saccharomycetales","1294322","Sc_YJM693_v1","GCA_000976365.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM789","Saccharomycetales","307796","ASM18143v1","GCA_000181435.1","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM969","Saccharomycetales","1294323","Sc_YJM969_v1","GCA_000976395.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM972","Saccharomycetales","1294324","Sc_YJM972_v1","GCA_000976425.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM975","Saccharomycetales","1294325","Sc_YJM975_v1","GCA_000976455.3","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM978","Saccharomycetales","1294326","Sc_YJM978_v1","GCA_000976485.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM981","Saccharomycetales","1294327","Sc_YJM981_v1","GCA_000976515.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM984","Saccharomycetales","1294328","Sc_YJM984_v1","GCA_000976545.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM987","Saccharomycetales","1294329","Sc_YJM987_v1","GCA_000976575.4","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM990","Saccharomycetales","1294330","Sc_YJM990_v1","GCA_000976605.3","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM993","Saccharomycetales","1294331","Sc_YJM993_v1","GCA_000662435.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae YJM996","Saccharomycetales","1294332","Sc_YJM996_v1","GCA_000976665.2","-","-","-","","-","-"
"","Saccharomyces cerevisiae str. 131","Saccharomycetales","4932","ASM198331v1","GCA_001983315.1","-","-","-","","-","-"
"","Saccharomyces cerevisiae str. Kagoshima No.2","Saccharomycetales","4932","ScerevisiaeKagoshima_assembly01","GCA_002335645.1","-","-","-","","-","-"
"","Saccharomyces cerevisiae str. P-684","Saccharomycetales","4932","Scer_P-684_01","GCA_014132395.1","-","-","-","","-","-"
"","Saccharomyces cerevisiae str. Pf-1","Saccharomycetales","4932","Scer_Pf_1_01","GCA_009014655.1","-","-","-","","-","-"
"","Saccharomyces cerevisiae x Saccharomyces kudriavzevii VIN7","Saccharomycetales","1095631","ASM32610v1","GCA_000326105.1","-","-","-","","-","-"
"","Saccharomyces eubayanus str. FM1318","Saccharomycetales","1080349","SEUB3.0","GCA_001298625.1","-","-","-","","-","-"
"","Saccharomyces kudriavzevii IFO 1802","Saccharomycetales","226230","Saccharomyces_kudriavzevii_strain_IFO1802_v1.0","GCA_000167075.2","-","-","-","","-","-"
"","Saccharomyces pastorianus","Saccharomycetales","27292","ASM1102231v1","GCA_011022315.1","-","-","-","","-","-"
"","Saccharomycetaceae sp. 'Ashbya aceri'","Saccharomycetales","566037","ASM41222v2","GCA_000412225.2","-","-","-","","-","-"
"","Saccharomycodes ludwigii","Saccharomycetales","36035","S_ludwigii_v1","GCA_900491785.1","-","-","-","","-","-"
"","Saitoella complicata NRRL Y-17804","Taphrinomycotina","698492","Scomplicata_3.0","GCA_000227095.3","-","-","-","","-","-"
"","Saitoella complicata NRRL Y-17804","Taphrinomycotina","698492","Saico1","GCA_001661265.1","-","-","-","","-","-"
"","Saitozyma podzolica str. DSM 27192","Tremellales","1890683","ASM394221v1","GCA_003942215.1","-","-","-","","-","-"
"","Scedosporium apiospermum str. IHEM 14462","Microascales","563466","ScApio1.0","GCA_000732125.1","-","-","-","","","-"
"","Scheffersomyces stipitis CBS 6054","Saccharomycetales","322104","ASM20916v1","GCA_000209165.1","-","-","-","","","-"
"","Schizophyllum commune H4-8","Agaricales","578458","v1.0","GCA_000143185.1","-","-","-","","","-"
"","Schizopora paradoxa str. KUC8140","Hymenochaetales","27342","Schpa1","GCA_001020605.1","-","-","-","","","-"
"","Schizosaccharomyces cryophilus","Schizosaccharomycetales","653667","GCA_000004155.2","GCA_000004155.2","-","-","","","","-"
"","Schizosaccharomyces japonicus","Schizosaccharomycetales","402676","GCA_000149845.2","GCA_000149845.2","-","-","","","","-"
"","Schizosaccharomyces octosporus","Schizosaccharomycetales","483514","GCA_000150505.2","GCA_000150505.2","-","-","","","","-"
"","Schizosaccharomyces pombe","Schizosaccharomycetales","284812","ASM294v2","GCA_000002945.2","","-","","","",""
"","Scleroderma citrinum Foug A","Boletales","1036808","Scleroderma_citrinum_Foug_A_v1.0","GCA_000827425.1","-","-","-","","","-"
"","Sclerotinia borealis F-4128","Sclerotiniaceae","1432307","SBOR_1","GCA_000503235.1","-","-","-","","-","-"
"","Sclerotinia sclerotiorum","Sclerotiniaceae","665079","ASM14694v1","GCA_000146945.1","-","-","-","","","-"
"","Sclerotinia sclerotiorum 1980 UF-70","Sclerotiniaceae","665079","ASM185786v1","GCA_001857865.1","-","-","-","","-","-"
"","Scytalidium lignicola str. DSM 105466","Fungi","5539","ASM281274v2","GCA_002812745.2","-","-","-","","-","-"
"","Scytalidium sp. 3C","Fungi","2487125","SPSU_Gcan_3","GCA_000743665.3","-","-","-","","-","-"
"","Serendipita indica DSM 11827","Sebacinales","1109443","ASM31354v1","GCA_000313545.1","-","-","-","","","-"
"","Serendipita vermifera MAFF 305830","Sebacinales","933852","Sebacina_vermifera_MAFF_305830_v1.0","GCA_000827415.1","-","-","-","","","-"
"","Serpula lacrymans var. lacrymans S7.3","Boletales","936435","v1.0","GCA_000218725.1","-","-","-","","","-"
"","Serpula lacrymans var. lacrymans S7.9","Boletales","578457","v1.0","GCA_000218685.1","-","-","-","","-","-"
"","Sistotremastrum niveocremeum HHB9708","Fungi","1314777","Sisni1","GCA_001630475.1","-","-","-","","","-"
"","Sistotremastrum suecicum HHB10207 ss-3","Fungi","1314776","Sissu1","GCA_001632355.1","-","-","-","","","-"
"","Sodiomyces alkalinus F11","Glomerellales","1314773","Sodal1","GCA_003711515.1","-","-","-","","-","-"
"","Sordaria macrospora","Sordariales","5147","ASM869232v1","GCA_008692325.1","-","-","-","","-","-"
"","Sordaria macrospora k-hell","Sordariales","771870","ASM18280v2","GCA_000182805.2","-","-","-","","","-"
"","Sparassis crispa","Polyporales","139825","SCP_1.1","GCA_003851025.1","-","-","-","","-","-"
"","Spathaspora passalidarum NRRL Y-27907","Saccharomycetales","619300","Spathaspora_passalidarum_v2.0","GCA_000223485.1","-","-","-","","","-"
"","Spathaspora sp. JA1","Saccharomycetales","2028339","ASM367603v1","GCA_003676035.1","-","-","-","","-","-"
"","Sphaceloma murrayae str. CQ-2017a","Dothideomycetes","2082308","ASM289598v1","GCA_002895985.1","-","-","-","","-","-"
"","Sphaerobolus stellatus SS14","Geastrales","990650","Sphst1","GCA_000827215.1","-","-","-","","","-"
"","Sphaerosporella brunnea str. Sb_GMNB300","Pezizales","1250544","Sphbr2","GCA_008704415.1","-","-","-","","-","-"
"","Sphaerulina musiva SO2202","Capnodiales","692275","Septoria_musiva_SO2202_v1.0","GCA_000320565.2","-","-","-","","","-"
"","Spizellomyces punctatus DAOM BR117","Chytridiomycota","645134","S_punctatus_V1","GCA_000182565.2","-","-","-","","","-"
"","Spizellomyces sp. 'palustris' str. CBS 455.65","Chytridiomycota","117820","ASM653596v1","GCA_006535965.1","-","-","-","","-","-"
"","Sporisorium graminicola str. CBS 10092","Ustilaginales","280036","PGRAM_IIB_1.0","GCA_005498985.1","-","-","-","","-","-"
"","Sporisorium reilianum","Ustilaginales","999809","GCA_000230245.1","GCA_000230245.1","-","-","-","","","-"
"","Sporisorium reilianum f. sp. reilianum","Ustilaginales","72559","version_2","GCA_900162835.1","-","-","-","","-","-"
"","Sporisorium scitamineum str. Ssc1","Ustilaginales","49012","ASM90000236v1","GCA_900002365.1","-","-","-","","-","-"
"","Sporormia fimetaria CBS 119925","Pleosporales","1340428","Spofi1","GCA_010093795.1","-","-","-","","-","-"
"","Sporothrix brasiliensis 5110","Ophiostomatales","1398154","S_brasiliensis_5110_v1","GCA_000820605.1","-","-","-","","","-"
"","Sporothrix insectorum RCEF 264","Ophiostomatales","1081102","SPI_1.0","GCA_001636815.1","-","-","-","","","-"
"","Sporothrix schenckii 1099-18","Ophiostomatales","1397361","S_schenckii_v1","GCA_000961545.1","-","-","-","","-","-"
"","Sporothrix schenckii ATCC 58251","Ophiostomatales","1391915","Spor_sche_ATCC58251_V1","GCA_000474925.1","-","-","-","","","-"
"","Spraguea lophii 42_110","Spraguidae","1358809","Sprlop1.0","GCA_000430065.1","-","-","-","","","-"
"","Stachybotrys chartarum IBT 40288","Hypocreales","1283842","S40288v1","GCA_000732765.1","-","-","-","","","-"
"","Stachybotrys chartarum IBT 40293","Hypocreales","1280524","S40293v1","GCA_000732565.1","-","-","-","","-","-"
"","Stachybotrys chartarum IBT 7711","Hypocreales","1280523","S7711v1","GCA_000730325.1","-","-","-","","-","-"
"","Stachybotrys chlorohalonata IBT 40285","Hypocreales","1283841","S40285v1","GCA_000732775.1","-","-","-","","","-"
"","Stagonospora sp. SRC1lsM3a","Pleosporales","765868","Stasp1","GCA_001644525.1","-","-","-","","","-"
"","Steccherinum ochraceum str. LE-BIN_3174","Polyporales","92696","INBI_StOhra_v1.0","GCA_004332605.1","-","-","-","","-","-"
"","Stemphylium lycopersici str. CIDEFI 212","Pleosporales","183478","ASM326831v1","GCA_003268315.1","-","-","-","","-","-"
"","Stemphylium lycopersici str. CIDEFI 213","Pleosporales","183478","ASM326833v1","GCA_003268335.1","-","-","-","","-","-"
"","Stemphylium lycopersici str. CIDEFI 216","Pleosporales","183478","ASM119154v1","GCA_001191545.1","-","-","-","","","-"
"","Stereum hirsutum FP-91666 SS1","Russulales","721885","Stehi1","GCA_000264905.1","-","-","-","","","-"
"","Sugiyamaella lignohabitans str. CBS 10342","Saccharomycetales","796027","ASM164002v2","GCA_001640025.2","-","-","-","","","-"
"","Suhomyces tanzawaensis NRRL Y-17324","Saccharomycetales","984487","Canta1","GCA_001661415.1","-","-","-","","","-"
"","Suillus luteus UH-Slu-Lm8-n1","Boletales","930992","Suilu1","GCA_000827255.1","-","-","-","","","-"
"","Syncephalastrum racemosum str. NRRL 2496","Mucoromycotina","13706","Synrac1","GCA_002105135.1","-","-","-","","","-"
"","Synchytrium endobioticum str. LEV6574","Chytridiomycota","286115","ASM653604v1","GCA_006536045.1","-","-","-","","-","-"
"","Synchytrium endobioticum str. MB42","Chytridiomycota","286115","ASM653595v1","GCA_006535955.1","-","-","-","","-","-"
"","Synchytrium microbalum str. JEL517","Chytridiomycota","1806994","ASM653598v1","GCA_006535985.1","-","-","-","","-","-"
"","Talaromyces amestolkiae str. CIB","Eurotiales","1196081","ASM189636v1","GCA_001896365.1","-","-","-","","-","-"
"","Talaromyces atroroseus str. IBT 11181","Eurotiales","1441469","ASM190759v1","GCA_001907595.1","-","-","-","","","-"
"","Talaromyces islandicus","Eurotiales","28573","PIS","GCA_000985935.1","-","-","-","","","-"
"","Talaromyces marneffei","Eurotiales","37727","ASM955685v1","GCA_009556855.1","-","-","-","","-","-"
"","Talaromyces marneffei","Eurotiales","37727","ASM965067v1","GCA_009650675.1","-","-","-","","-","-"
"","Talaromyces marneffei ATCC 18224","Eurotiales","441960","JCVI-PMFA1-2.0","GCA_000001985.1","-","-","-","","-","-"
"","Talaromyces marneffei PM1","Eurotiales","1077442","ASM75011v1","GCA_000750115.1","-","-","-","","-","-"
"","Talaromyces rugulosus str. W13939","Eurotiales","121627","ASM1336875v1","GCA_013368755.1","-","-","-","","-","-"
"","Talaromyces stipitatus ATCC 10500","Eurotiales","441959","JCVI-TSTA1-3.0","GCA_000003125.1","-","-","-","","","-"
"","Teratosphaeria nubilosa str. CBS 116005","Capnodiales","161662","Ternu1","GCA_010093825.1","-","-","-","","-","-"
"","Terfezia boudieri ATCC MYA-4762","Pezizales","1051890","Terbo2","GCA_003788615.2","-","-","-","","-","-"
"","Termitomyces sp. J132","Agaricales","1306850","TerJ1321.0","GCA_001263195.1","-","-","-","","","-"
"","Testicularia cyperi str. MCA 3645","Ustilaginales","1882483","Tescy1","GCA_003144125.1","-","-","-","","","-"
"","Tetrapisispora blattae CBS 6284","Saccharomycetales","1071380","ASM31591v1","GCA_000315915.1","-","-","-","","","-"
"","Tetrapisispora phaffii CBS 4417","Saccharomycetales","1071381","ASM23690v1","GCA_000236905.1","-","-","-","","","-"
"","Thermothelomyces thermophilus ATCC 42464","Sordariales","573729","ASM22609v1","GCA_000226095.1","-","-","-","","-","-"
"","Thermothielavioides terrestris","Sordariales","2587410","Thte_LPH172","GCA_900343105.1","-","-","-","","-","-"
"","Thermothielavioides terrestris NRRL 8126","Sordariales","578455","ASM22611v1","GCA_000226115.1","-","-","-","","-","-"
"","Thielaviopsis punctulata","Microascales","72032","ASM96861v1","GCA_000968615.1","-","-","-","","","-"
"","Tilletiaria anomala UBC 951","Georgefischeriales","1037660","Tilletiaria_anomala_UBC_951_v1.0","GCA_000711695.1","-","-","-","","","-"
"","Tilletiopsis washingtonensis str. MCA 4186","Fungi","58919","Tilwa1","GCA_003144115.1","-","-","-","","","-"
"","Tolypocladium capitatum str. CBS 113982","Hypocreales","45235","ASM290118v1","GCA_002901185.1","-","-","-","","","-"
"","Tolypocladium ophioglossoides CBS 100239","Hypocreales","1163406","Tophv1.0","GCA_001189435.1","-","-","-","","","-"
"","Tolypocladium paradoxum str. NRBC 100945","Hypocreales","94208","ASM291650v1","GCA_002916505.1","-","-","-","","","-"
"","Torrubiella hemipterigena str. BCC 1449","Hypocreales","1531966","Allpaths-LG","GCA_000825705.1","-","-","-","","","-"
"","Tortispora caseinolytica NRRL Y-17796","Saccharomycetales","767744","Canca1","GCA_001661475.1","-","-","-","","","-"
"","Torulaspora delbrueckii str. CBS 1146","Saccharomycetales","4950","ASM24337v1","GCA_000243375.1","-","-","-","","","-"
"","Torulaspora globosa str. CBS2947","Saccharomycetales","48254","ASM1369444v1","GCA_013694445.1","-","-","-","","-","-"
"","Torulaspora globosa str. CBS764","Saccharomycetales","48254","ASM1413389v1","GCA_014133895.1","-","-","-","","-","-"
"","Trachipleistophora hominis","Pleistophoridae","72359","ASM31613v1","GCA_000316135.1","-","-","-","","","-"
"","Trametes cinnabarina str. BRFM137","Polyporales","5643","BN946","GCA_000765035.1","-","-","-","","","-"
"","Trametes coccinea BRFM310","Polyporales","1353009","Pycco1","GCA_002092935.1","-","-","-","","","-"
